gen	sharpe	win_rate	roi_pct	n_bets	adj_score	status	description	ts
8378	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:09
8379	-0.6977	25.81	-56.868	62	-0.9844	no_improvement	random_restart|world_events|kw=2	2026-04-05T02:10
8380	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:11
8381	0.2896	81.8	18.707	15498	1.9272	no_improvement	crossover|world_events|kw=0	2026-04-05T02:12
8382	0.1752	76.75	15.78	16743	1.179	no_improvement	perturb:price_range_max|world_events|kw=0	2026-04-05T02:13
8383	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:14
8384	0.2896	81.8	18.707	15498	1.9272	no_improvement	crossover|world_events|kw=0	2026-04-05T02:15
8385	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:16
8386	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:17
8387	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:18
8388	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:19
8389	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:20
8390	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:21
8391	0.0	0.0	0.0	0	-1.0	no_improvement	random_restart|economics|kw=1	2026-04-05T02:22
8392	0.2877	81.28	18.865	15002	1.9053	no_improvement	perturb:price_range_min|world_events|kw=0	2026-04-05T02:23
8393	0.0	0.0	0.0	6	-1.0	no_improvement	random_restart|politics|kw=3	2026-04-05T02:24
8394	0.2896	81.8	18.707	15498	1.9272	no_improvement	perturb:max_days_to_resolve|world_events|kw=0	2026-04-05T02:25
8395	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:26
8396	0.0	0.0	0.0	0	-1.0	no_improvement	random_restart|sports|kw=2	2026-04-05T02:27
8397	0.2699	72.03	22.474	8056	1.6197	no_improvement	perturb:min_edge_pts|world_events|kw=0	2026-04-05T02:28
8398	0.2438	76.74	18.515	13208	1.5834	no_improvement	llm|world_events|kw=0	2026-04-05T02:29
8399	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:30
8400	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:31
8401	0.2892	81.64	18.772	15330	1.9214	no_improvement	llm|world_events|kw=0	2026-04-05T02:33
8402	0.0	0.0	0.0	5	-1.0	no_improvement	random_restart|sports|kw=2	2026-04-05T02:34
8403	0.2895	81.72	18.744	15410	1.9246	no_improvement	llm|world_events|kw=0	2026-04-05T02:35
8404	0.2895	81.72	18.744	15410	1.9246	no_improvement	llm|world_events|kw=0	2026-04-05T02:36
8405	0.2896	81.8	18.707	15498	1.9272	no_improvement	perturb:max_position_pct|world_events|kw=0	2026-04-05T02:37
8406	0.2895	81.72	18.744	15410	1.9246	no_improvement	llm|world_events|kw=0	2026-04-05T02:38
8407	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:39
8408	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:40
8409	-2.7078	4.76	-94.393	21	-1.9438	no_improvement	random_restart|economics|kw=3	2026-04-05T02:41
8410	0.0	0.0	0.0	1	-1.0	no_improvement	random_restart|crypto|kw=2	2026-04-05T02:42
8411	0.2892	81.64	18.772	15330	1.9214	no_improvement	llm|world_events|kw=0	2026-04-05T02:43
8412	0.2895	81.72	18.744	15410	1.9246	no_improvement	llm|world_events|kw=0	2026-04-05T02:44
8413	0.2896	81.88	18.662	15586	1.9288	new_best	llm|world_events|kw=0	2026-04-05T02:45
8414	0.2896	81.8	18.707	15498	1.9272	no_improvement	crossover|world_events|kw=0	2026-04-05T02:46
8415	0.2896	81.8	18.707	15498	1.9272	no_improvement	crossover|world_events|kw=0	2026-04-05T02:47
8416	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:48
8417	0.2896	81.8	18.707	15498	1.9272	no_improvement	crossover|world_events|kw=0	2026-04-05T02:49
8418	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:50
8419	0.2896	81.88	18.662	15586	1.9288	no_improvement	perturb:max_days_to_resolve|world_events|kw=0	2026-04-05T02:51
8420	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T02:52
8421	0.2793	81.19	18.349	10148	1.7404	no_improvement	perturb:min_liquidity_usd|world_events|kw=0	2026-04-05T02:53
8422	0.2751	74.14	21.801	9274	1.6897	no_improvement	perturb:min_edge_pts|world_events|kw=0	2026-04-05T02:54
8423	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:55
8424	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:56
8425	0.2896	81.88	18.662	15586	1.9288	no_improvement	llm|world_events|kw=0	2026-04-05T02:57
8426	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T02:58
8427	0.2485	79.42	17.112	4738	1.3598	no_improvement	perturb:min_liquidity_usd|world_events|kw=0	2026-04-05T02:59
8428	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:00
8429	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:01
8430	0.2896	81.88	18.662	15586	1.9288	no_improvement	perturb:price_range_min|world_events|kw=0	2026-04-05T03:02
8431	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:03
8432	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:04
8433	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:05
8434	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:06
8435	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:07
8436	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:08
8437	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:09
8438	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:10
8439	0.2896	81.88	18.662	15586	1.9288	no_improvement	perturb:max_days_to_resolve|world_events|kw=0	2026-04-05T03:11
8440	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:12
8441	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:13
8442	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:14
8443	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:15
8444	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:16
8445	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:17
8446	0.2571	67.94	23.403	6142	1.4733	no_improvement	perturb:min_edge_pts|world_events|kw=0	2026-04-05T03:18
8447	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:19
8448	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:20
8449	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:21
8450	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:22
8451	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:23
8452	0.0	0.0	0.0	0	-1.0	no_improvement	random_restart|sports|kw=1	2026-04-05T03:24
8453	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:25
8454	0.2896	81.88	18.662	15586	1.9288	no_improvement	llm|world_events|kw=0	2026-04-05T03:26
8455	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:27
8456	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:28
8457	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:29
8458	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:30
8459	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:31
8460	0.2285	78.33	15.993	2307	1.087	no_improvement	perturb:min_liquidity_usd|world_events|kw=0	2026-04-05T03:32
8461	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:33
8462	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:34
8463	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:35
8464	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:36
8465	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:37
8466	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:38
8467	0.2896	81.88	18.662	15586	1.9288	no_improvement	llm|world_events|kw=0	2026-04-05T03:39
8468	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:40
8469	0.2896	81.88	18.662	15586	1.9288	no_improvement	llm|world_events|kw=0	2026-04-05T03:41
8470	0.2419	79.59	17.369	16188	1.6199	no_improvement	perturb:price_range_max|world_events|kw=0	2026-04-05T03:42
8471	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:43
8472	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:44
8473	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:45
8474	0.0	0.0	0.0	2	-1.0	no_improvement	random_restart|sports|kw=1	2026-04-05T03:46
8475	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:47
8476	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:48
8477	0.2896	81.88	18.662	15586	1.9288	no_improvement	crossover|world_events|kw=0	2026-04-05T03:49
8478	0.0	0.0	0.0	2	-1.0	no_improvement	random_restart|world_events|kw=1	2026-04-05T03:50
8479	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:51
8480	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:52
8481	0.2896	81.88	18.662	15586	1.9288	no_improvement	perturb:price_range_min|world_events|kw=0	2026-04-05T03:53
8482	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:55
8483	0.2896	81.88	18.662	15586	1.9288	no_improvement	perturb:max_days_to_resolve|world_events|kw=0	2026-04-05T03:56
8484	0.1565	75.88	14.399	17048	1.056	no_improvement	perturb:price_range_max|world_events|kw=0	2026-04-05T03:57
8485	0.0	0.0	0.0	15	-1.0	no_improvement	random_restart|crypto|kw=2	2026-04-05T03:58
8486	0.2896	81.8	18.707	15498	1.9272	no_improvement	llm|world_events|kw=0	2026-04-05T03:59
